Field,FieldRef,FieldSize,Action,Date,Category,Type,Description,Crop,Operator,Area_Hctrs,QtyPerHctr,CostPerHctr,TotalQty,UoM,Total,Comment,Weather,WindSpeed,TimeIn,TimeOut,GrowthStage
Lower New Works Steeraway,SJ6550,4.11,Rubric epoxiconazole,04/05/2016,Chemicals,Fungicides,Rubric epoxiconazole,,Sean Lewis,4.11,0.60,10.79,2.47,Litres,44.34,,Clear,1 ms,09:00,11:25,32
Upper New Works Steeraway,SJ6600,13.99,Vertisan penthiopyrad,04/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,13.99,0.75,19.50,10.49,Litres,272.82,,Clear,1 ms,09:00,11:25,32
Lower New Works Steeraway,SJ6550,4.11,Vertisan penthiopyrad,04/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,4.11,0.75,19.50,3.08,Litres,80.16,,Clear,1 ms,09:00,11:25,32
Upper New Works Steeraway,SJ6600,13.99,Barclay Avoca chlorothalonil,04/05/2016,Chemicals,Fungicides,Barclay Avoca chlorothalonil,,Sean Lewis,13.99,1.00,4.00,13.99,Litres,55.96,,Clear,1 ms,09:00,11:25,32
Lower New Works Steeraway,SJ6550,4.11,Barclay Avoca chlorothalonil,04/05/2016,Chemicals,Fungicides,Barclay Avoca chlorothalonil,,Sean Lewis,4.11,1.00,4.00,4.11,Litres,16.44,,Clear,1 ms,09:00,11:25,32
Upper New Works Steeraway,SJ6600,13.99,Stabilan 750 chlormequat,04/05/2016,Chemicals,Growth Regulators,Stabilan 750 chlormequat,,Sean Lewis,13.99,1.00,1.75,13.99,Litres,24.48,,Clear,1 ms,09:00,11:25,32
Lower New Works Steeraway,SJ6550,4.11,Stabilan 750 chlormequat,04/05/2016,Chemicals,Growth Regulators,Stabilan 750 chlormequat,,Sean Lewis,4.11,1.00,1.75,4.11,Litres,7.19,,Clear,1 ms,09:00,11:25,32
Upper New Works Steeraway,SJ6600,13.99,Medax Max trinexapac-ethyl prohexadione-calcium,04/05/2016,Chemicals,Growth Regulators,Medax Max trinexapac-ethyl prohexadione-calcium,,Sean Lewis,13.99,0.20,7.80,2.80,Kgs,109.12,,Clear,1 ms,09:00,11:25,32
Lower New Works Steeraway,SJ6550,4.11,Medax Max trinexapac-ethyl prohexadione-calcium,04/05/2016,Chemicals,Growth Regulators,Medax Max trinexapac-ethyl prohexadione-calcium,,Sean Lewis,4.11,0.20,7.80,0.82,Kgs,32.06,,Clear,1 ms,09:00,11:25,32
Upper New Works Steeraway,SJ6600,13.99,Clodinastar clodinafop-propargyl,04/05/2016,Chemicals,Herbicide,Clodinastar clodinafop-propargyl,,Sean Lewis,13.99,0.12,11.76,1.68,Litres,164.54,,Clear,1 ms,09:00,11:25,32
Lower New Works Steeraway,SJ6550,4.11,Clodinastar clodinafop-propargyl,04/05/2016,Chemicals,Herbicide,Clodinastar clodinafop-propargyl,,Sean Lewis,4.11,0.12,11.75,0.49,Litres,48.31,,Clear,1 ms,09:00,11:25,32
Middle Leasow (Part A),#5997,2.01,Justice proquinazid,04/05/2016,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,1.77,0.10,7.00,0.18,Litres,12.39,,Clear,0.5 ms,07:22,09:30,49
Middle Leasow (Part A),#5997,2.01,Proline 275,04/05/2016,Chemicals,Fungicides,Proline 275,,Sean Lewis,1.77,0.40,18.26,0.71,Litres,32.32,,Clear,0.5 ms,07:22,09:30,49
Middle Leasow (Part A),#5997,2.01,Vertisan penthiopyrad,04/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,1.77,0.75,19.51,1.33,Litres,34.53,,Clear,0.5 ms,07:22,09:30,49
Near Cot Leasow (Part A),#5999,4.79,Justice proquinazid,04/05/2016,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,4.79,0.10,7.00,0.48,Litres,33.53,,Clear,0.5 ms,07:22,09:30,49
Near Cot Leasow (Part A),#5999,4.79,Proline 275,04/05/2016,Chemicals,Fungicides,Proline 275,,Sean Lewis,4.79,0.40,18.26,1.92,Litres,87.47,,Clear,0.5 ms,07:22,09:30,49
Near Cot Leasow (Part A),#5999,4.79,Vertisan penthiopyrad,04/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,4.79,0.75,19.50,3.59,Litres,93.42,,Clear,0.5 ms,07:22,09:30,49
"Gallas Field (Part A) ",#1917,2.45,Starane XL fluroxypyr+florasul,04/05/2016,Chemicals,Herbicide,Starane XL fluroxypyr+florasul,,Sean Lewis,2.45,1.00,12.20,2.45,Litres,29.89,,Clear,1 ms,12:20,14:30,32
"Gallas Field (Part A) ",#1917,2.45,Phase II,04/05/2016,Chemicals,Adjuvant,Phase II,,Sean Lewis,2.45,0.75,2.10,1.84,Litres,5.15,,Clear,1 ms,12:20,14:30,32
"Gallas Field (Part A) ",#1917,2.45,Rubric epoxiconazole,04/05/2016,Chemicals,Fungicides,Rubric epoxiconazole,,Sean Lewis,2.45,0.75,13.49,1.84,Litres,33.05,,Clear,1 ms,12:20,14:30,32
"Gallas Field (Part A) ",#1917,2.45,Vertisan penthiopyrad,04/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,2.45,0.75,19.51,1.84,Litres,47.79,,Clear,1 ms,12:20,14:30,32
"Gallas Field (Part A) ",#1917,2.45,Barclay Avoca chlorothalonil,04/05/2016,Chemicals,Fungicides,Barclay Avoca chlorothalonil,,Sean Lewis,2.45,1.00,4.00,2.45,Litres,9.80,,Clear,1 ms,12:20,14:30,32
"Gallas Field (Part A) ",#1917,2.45,Stabilan 750 chlormequat,04/05/2016,Chemicals,Growth Regulators,Stabilan 750 chlormequat,,Sean Lewis,2.45,1.00,1.75,2.45,Litres,4.29,,Clear,1 ms,12:20,14:30,32
"Gallas Field (Part A) ",#1917,2.45,Medax Max trinexapac-ethyl prohexadione-calcium,04/05/2016,Chemicals,Growth Regulators,Medax Max trinexapac-ethyl prohexadione-calcium,,Sean Lewis,2.45,0.20,7.80,0.49,Kgs,19.11,,Clear,1 ms,12:20,14:30,32
"Gallas Field (Part A) ",#1917,2.45,Clodinastar clodinafop-propargyl,04/05/2016,Chemicals,Herbicide,Clodinastar clodinafop-propargyl,,Sean Lewis,2.45,0.12,11.76,0.29,Litres,28.81,,Clear,1 ms,12:20,14:30,32
Poors Land (Part A),#3535,7.5,Starane XL fluroxypyr+florasul,04/05/2016,Chemicals,Herbicide,Starane XL fluroxypyr+florasul,,Sean Lewis,7.50,1.15,14.03,8.63,Litres,105.23,,Clear,0.75,15:30,15:50,39
Poors Land (Part A),#3535,7.5,Justice proquinazid,04/05/2016,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,7.50,0.13,8.75,0.94,Litres,65.66,,Clear,0.75,15:30,15:50,39
Poors Land (Part A),#3535,7.5,Jubilee Sx metsulfuron-methyl,04/05/2016,Chemicals,Herbicide,Jubilee Sx metsulfuron-methyl,,Sean Lewis,7.50,14.00,7.07,105.00,Gms,53.03,,Clear,0.75,15:30,15:50,39
Poors Land (Part A),#3535,7.5,Tempo trinexapac-ethyl,04/05/2016,Chemicals,Growth Regulators,Tempo trinexapac-ethyl,,Sean Lewis,7.50,0.15,4.95,1.13,Litres,37.13,,Clear,0.75,15:30,15:50,39
Poors Land (Part A),#3535,7.5,Proline 275,04/05/2016,Chemicals,Fungicides,Proline 275,,Sean Lewis,7.50,0.80,36.52,6.00,Litres,273.90,,Clear,0.75,15:30,15:50,39
Poors Land (Part A),#3535,7.5,Vertisan penthiopyrad,04/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,7.50,0.75,19.50,5.63,Litres,146.25,,Clear,0.75,15:30,15:50,39
Opposite Rhodes (Part A) Huntington,#3301,8.5,Spray,04/05/2016,Events/Actions,Arable Physical Actions,Spray,,Sean Lewis,8.50,1.00,0.00,8.50,Hctr,0.00,,,,,,
Opposite Rhodes (Part A) Huntington,#3301,8.5,Starane XL fluroxypyr+florasul,04/05/2016,Chemicals,Herbicide,Starane XL fluroxypyr+florasul,,Sean Lewis,8.50,1.00,12.20,8.50,Litres,103.70,,Clear,1 ms,12:26,14:30,32
Opposite Rhodes (Part A) Huntington,#3301,8.5,Phase II,04/05/2016,Chemicals,Adjuvant,Phase II,,Sean Lewis,8.50,0.75,2.10,6.38,Litres,17.85,,Clear,1 ms,12:26,14:30,32
Opposite Rhodes (Part A) Huntington,#3301,8.5,Rubric epoxiconazole,04/05/2016,Chemicals,Fungicides,Rubric epoxiconazole,,Sean Lewis,8.50,0.60,10.79,5.10,Litres,91.70,,Clear,1 ms,12:26,14:30,32
Opposite Rhodes (Part A) Huntington,#3301,8.5,Vertisan penthiopyrad,04/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,8.50,0.75,19.50,6.38,Litres,165.75,,Clear,1 ms,12:26,14:30,32
Opposite Rhodes (Part A) Huntington,#3301,8.5,Barclay Avoca chlorothalonil,04/05/2016,Chemicals,Fungicides,Barclay Avoca chlorothalonil,,Sean Lewis,8.50,1.00,4.00,8.50,Litres,34.00,,Clear,1 ms,12:26,14:30,32
Opposite Rhodes (Part A) Huntington,#3301,8.5,Stabilan 750 chlormequat,04/05/2016,Chemicals,Growth Regulators,Stabilan 750 chlormequat,,Sean Lewis,8.50,1.00,1.75,8.50,Litres,14.88,,Clear,1 ms,12:26,14:30,32
Opposite Rhodes (Part A) Huntington,#3301,8.5,Medax Max trinexapac-ethyl prohexadione-calcium,04/05/2016,Chemicals,Growth Regulators,Medax Max trinexapac-ethyl prohexadione-calcium,,Sean Lewis,8.50,0.20,7.80,1.70,Kgs,66.30,,Clear,1 ms,12:26,14:30,32
Opposite Rhodes (Part A) Huntington,#3301,8.5,Clodinastar clodinafop-propargyl,04/05/2016,Chemicals,Herbicide,Clodinastar clodinafop-propargyl,,Sean Lewis,8.50,0.12,11.76,1.02,Litres,99.96,,Clear,1 ms,12:26,14:30,32
Wellington Road (Part A) Huntington,#3291,4.84,Spray,04/05/2016,Events/Actions,Arable Physical Actions,Spray,,Sean Lewis,4.84,1.00,0.00,4.84,Hctr,0.00,,,,,,
Wellington Road (Part A) Huntington,#3291,4.84,Phase II,04/05/2016,Chemicals,Adjuvant,Phase II,,Sean Lewis,4.84,0.75,2.10,3.63,Litres,10.16,,Clear,1 ms,09:00,11:25,32
Wellington Road (Part A) Huntington,#3291,4.84,Rubric epoxiconazole,04/05/2016,Chemicals,Fungicides,Rubric epoxiconazole,,Sean Lewis,4.84,0.60,10.79,2.90,Litres,52.21,,Clear,1 ms,09:00,11:25,32
Wellington Road (Part A) Huntington,#3291,4.84,Vertisan penthiopyrad,04/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,4.84,0.75,19.50,3.63,Litres,94.38,,Clear,1 ms,09:00,11:25,32
Wellington Road (Part A) Huntington,#3291,4.84,Barclay Avoca chlorothalonil,04/05/2016,Chemicals,Fungicides,Barclay Avoca chlorothalonil,,Sean Lewis,4.84,1.00,4.00,4.84,Litres,19.36,,Clear,1 ms,09:00,11:25,32
Wellington Road (Part A) Huntington,#3291,4.84,Stabilan 750 chlormequat,04/05/2016,Chemicals,Growth Regulators,Stabilan 750 chlormequat,,Sean Lewis,4.84,1.00,1.75,4.84,Litres,8.47,,Clear,1 ms,09:00,11:25,32
Wellington Road (Part A) Huntington,#3291,4.84,Medax Max trinexapac-ethyl prohexadione-calcium,04/05/2016,Chemicals,Growth Regulators,Medax Max trinexapac-ethyl prohexadione-calcium,,Sean Lewis,4.84,0.20,7.80,0.97,Kgs,37.75,,Clear,1 ms,09:00,11:25,32
Wellington Road (Part A) Huntington,#3291,4.84,Clodinastar clodinafop-propargyl,04/05/2016,Chemicals,Herbicide,Clodinastar clodinafop-propargyl,,Sean Lewis,4.84,0.12,11.76,0.58,Litres,56.94,,Clear,1 ms,09:00,11:25,32
Back of Pub (Part A) Huntington,#3289,3.28,Spray,04/05/2016,Events/Actions,Arable Physical Actions,Spray,,Sean Lewis,2.97,1.00,0.00,2.97,Hctr,0.00,,,,,,
Back of Pub (Part A) Huntington,#3289,3.28,Phase II,04/05/2016,Chemicals,Adjuvant,Phase II,,Sean Lewis,2.97,0.75,2.10,2.23,Litres,6.24,,Clear,1 ms,09:00,11:25,32
Back of Pub (Part A) Huntington,#3289,3.28,Rubric epoxiconazole,04/05/2016,Chemicals,Fungicides,Rubric epoxiconazole,,Sean Lewis,2.97,0.75,13.49,2.23,Litres,40.06,,Clear,1 ms,09:00,11:25,32
Back of Pub (Part A) Huntington,#3289,3.28,Vertisan penthiopyrad,04/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,2.97,0.75,19.51,2.23,Litres,57.93,,Clear,1 ms,09:00,11:25,32
Back of Pub (Part A) Huntington,#3289,3.28,Barclay Avoca chlorothalonil,04/05/2016,Chemicals,Fungicides,Barclay Avoca chlorothalonil,,Sean Lewis,2.97,1.00,4.00,2.97,Litres,11.88,,Clear,1 ms,09:00,11:25,32
Back of Pub (Part A) Huntington,#3289,3.28,Stabilan 750 chlormequat,04/05/2016,Chemicals,Growth Regulators,Stabilan 750 chlormequat,,Sean Lewis,2.97,1.00,1.75,2.97,Litres,5.20,,Clear,1 ms,09:00,11:25,32
Back of Pub (Part A) Huntington,#3289,3.28,Medax Max trinexapac-ethyl prohexadione-calcium,04/05/2016,Chemicals,Growth Regulators,Medax Max trinexapac-ethyl prohexadione-calcium,,Sean Lewis,2.97,0.20,7.80,0.59,Kgs,23.17,,Clear,1 ms,09:00,11:25,32
Back of Pub (Part A) Huntington,#3289,3.28,Clodinastar clodinafop-propargyl,04/05/2016,Chemicals,Herbicide,Clodinastar clodinafop-propargyl,,Sean Lewis,2.97,0.12,11.75,0.36,Litres,34.89,,Clear,1 ms,09:00,11:25,32
Oak Tree Huntington,8884,5.2,Spray,05/05/2016,Events/Actions,Arable Physical Actions,Spray,,Sean Lewis,4.99,1.00,0.00,4.99,Hctr,0.00,,,,,,
Rough Huntington,5861,7.39,Spray,05/05/2016,Events/Actions,Arable Physical Actions,Spray,,Sean Lewis,6.68,1.00,0.00,6.68,Hctr,0.00,,,,,,
Shepherds Huntington,0875,4.62,Spray,05/05/2016,Events/Actions,Arable Physical Actions,Spray,,Sean Lewis,4.37,1.00,0.00,4.37,Hctr,0.00,,,,,,
Motorway Steeraway,1624,7.82,Spray,05/05/2016,Events/Actions,Arable Physical Actions,Spray,,Sean Lewis,7.82,1.00,0.00,7.82,Hctr,0.00,,,,,,
Oak Tree Huntington,8884,5.2,Verdi-Crop Boron Liquid 150,05/05/2016,Chemicals,Chemicals,Verdi-Crop Boron Liquid 150,,Sean Lewis,4.99,0.75,2.63,3.74,Litres,13.10,,Clear,0.5 ms,07:22,09:30,49
Oak Tree Huntington,8884,5.2,Justice proquinazid,05/05/2016,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,4.99,0.02,1.40,0.10,Litres,7.00,,Clear,0.5 ms,07:22,09:30,49
Shepherds Huntington,0875,4.62,Justice proquinazid,05/05/2016,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,4.37,0.10,7.00,0.44,Litres,30.59,,Clear,0.5 ms,07:22,09:30,49
Rough Huntington,5861,7.39,Justice proquinazid,05/05/2016,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,6.68,0.10,7.00,0.67,Litres,46.76,,Clear,0.5 ms,07:22,09:09,49
Motorway Steeraway,1624,7.82,Justice proquinazid,05/05/2016,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,7.82,0.10,7.00,0.78,Litres,54.74,,Clear,0.5 ms,07:22,09:30,49
Oak Tree Huntington,8884,5.2,Proline 275,05/05/2016,Chemicals,Fungicides,Proline 275,,Sean Lewis,4.99,0.40,18.26,2.00,Litres,91.12,,Clear,0.5 ms,07:22,09:30,49
Shepherds Huntington,0875,4.62,Proline 275,05/05/2016,Chemicals,Fungicides,Proline 275,,Sean Lewis,4.37,0.09,4.18,0.40,Litres,18.26,,Clear,0.5 ms,07:22,09:30,49
Rough Huntington,5861,7.39,Proline 275,05/05/2016,Chemicals,Fungicides,Proline 275,,Sean Lewis,6.68,0.40,18.26,2.67,Litres,121.98,,Clear,0.5 ms,07:22,09:09,49
Motorway Steeraway,1624,7.82,Proline 275,05/05/2016,Chemicals,Fungicides,Proline 275,,Sean Lewis,7.82,0.40,18.26,3.13,Litres,142.79,,Clear,0.5 ms,07:22,09:30,49
Rough Huntington,5861,7.39,Vertisan penthiopyrad,05/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,6.68,0.75,19.50,5.01,Litres,130.26,,Clear,0.5 ms,07:22,09:09,49
Shepherds Huntington,0875,4.62,Vertisan penthiopyrad,05/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,4.37,0.75,19.50,3.28,Litres,85.23,,Clear,0.5 ms,07:22,09:30,49
Motorway Steeraway,1624,7.82,Vertisan penthiopyrad,05/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,7.82,0.75,19.50,5.87,Litres,152.49,,Clear,0.5 ms,07:22,09:30,49
Adney Middle Field (Pt A),#3548,3.36,Rubric epoxiconazole,05/05/2016,Chemicals,Fungicides,Rubric epoxiconazole,,Sean Lewis,3.36,0.75,13.49,2.52,Litres,45.32,,Clear,0.75 ms,13:55,14:20,69
Adney Middle Field (Pt A),#3548,3.36,Vertisan penthiopyrad,05/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,3.36,0.75,19.50,2.52,Litres,65.52,,Clear,0.75 ms,13:55,14:20,69
Adney Middle Field (Pt A),#3548,3.36,Manzi,05/05/2016,Chemicals,Fungicides,Manzi,,Sean Lewis,3.36,1.34,4.76,4.52,Litres,15.99,,Clear,0.75 ms,13:55,14:20,69
Adney Middle Field (Pt A),#3548,3.36,Barclay Avoca chlorothalonil,05/05/2016,Chemicals,Fungicides,Barclay Avoca chlorothalonil,,Sean Lewis,3.36,1.00,4.00,3.36,Litres,13.44,,Clear,0.75 ms,13:55,14:20,69
Adney Loaders (Split A),#5964,4.18,Rubric epoxiconazole,05/05/2016,Chemicals,Fungicides,Rubric epoxiconazole,,Sean Lewis,4.18,0.75,13.49,3.14,Litres,56.37,,Clear,0.75 ms,13:55,14:20,69
Adney Loaders (Split A),#5964,4.18,Vertisan penthiopyrad,05/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,4.18,0.75,19.50,3.14,Litres,81.51,,Clear,0.75 ms,13:55,14:20,69
Adney Loaders (Split A),#5964,4.18,Manzi,05/05/2016,Chemicals,Fungicides,Manzi,,Sean Lewis,4.18,1.34,4.76,5.62,Litres,19.89,,Clear,0.75 ms,13:55,14:20,69
Adney Loaders (Split A),#5964,4.18,Barclay Avoca chlorothalonil,05/05/2016,Chemicals,Fungicides,Barclay Avoca chlorothalonil,,Sean Lewis,4.18,1.00,4.00,4.18,Litres,16.72,,Clear,0.75 ms,13:55,14:20,69
Burrow Pits (Part A) Steeraway,#3304,10.71,Spray,05/05/2016,Events/Actions,Arable Physical Actions,Spray,,Sean Lewis,9.89,1.00,0.00,9.89,Hctr,0.00,,,,,,
Burrow Pits (Part A) Steeraway,#3304,10.71,Starane XL fluroxypyr+florasul,05/05/2016,Chemicals,Herbicide,Starane XL fluroxypyr+florasul,,Sean Lewis,9.89,1.15,14.03,11.37,Litres,138.76,,Clear,0.75 ms,11:00,11:30,39
Burrow Pits (Part A) Steeraway,#3304,10.71,Justice proquinazid,05/05/2016,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,9.89,0.10,7.00,0.99,Litres,69.23,,Clear,0.75 ms,11:00,11:30,39
Burrow Pits (Part A) Steeraway,#3304,10.71,Jubilee Sx metsulfuron-methyl,05/05/2016,Chemicals,Herbicide,Jubilee Sx metsulfuron-methyl,,Sean Lewis,9.89,14.00,7.07,138.46,Gms,69.92,,Clear,0.75 ms,11:00,11:30,39
Burrow Pits (Part A) Steeraway,#3304,10.71,Tempo trinexapac-ethyl,05/05/2016,Chemicals,Growth Regulators,Tempo trinexapac-ethyl,,Sean Lewis,9.89,0.15,4.95,1.48,Litres,48.97,,Clear,0.75 ms,11:00,11:30,39
Burrow Pits (Part A) Steeraway,#3304,10.71,Proline 275,05/05/2016,Chemicals,Fungicides,Proline 275,,Sean Lewis,9.89,0.40,18.26,3.96,Litres,180.59,,Clear,0.75 ms,11:00,11:30,39
Burrow Pits (Part A) Steeraway,#3304,10.71,Headland stem,05/05/2016,Chemicals,Trace Element,Headland stem,,Sean Lewis,9.89,1.01,2.79,10.00,Litres,27.60,,Clear,0.75 ms,11:00,11:30,39
Burrow Pits (Part A) Steeraway,#3304,10.71,Vertisan penthiopyrad,05/05/2016,Chemicals,Fungicides,Vertisan penthiopyrad,,Sean Lewis,9.89,0.08,1.98,0.75,Litres,19.55,,Clear,0.75 ms,11:00,11:30,39
Burrow Pits (Part A) Steeraway,#3304,10.71,Axial pinoxaden,05/05/2016,Chemicals,Herbicide,Axial pinoxaden,,Sean Lewis,9.89,0.30,23.40,2.97,Litres,231.43,,Clear,0.75 ms,11:00,11:30,39
Burrow Pits (Part A) Steeraway,#3304,10.71,"Adigor ",05/05/2016,Chemicals,Adjuvant,"Adigor ",,Sean Lewis,9.89,1.00,4.40,9.89,Litres,43.52,,Clear,0.75 ms,11:00,11:30,39
Large Pitt,SJ7119 9756,3.91,Yara Prilled 34.5%N (del April 2016),06/05/2016,Fertilizers,Nitrogens,Yara Prilled 34.5%N (del April 2016),,Sean Lewis,3.91,289.00,57.80,1129.99,Kgs,226.00,,,,,,
"Longwithy Field (Part A) ",#2137,6.5,Yara Prilled 34.5%N (del April 2016),06/05/2016,Fertilizers,Nitrogens,Yara Prilled 34.5%N (del April 2016),,Sean Lewis,6.50,191.00,38.20,1241.50,Kgs,248.30,,,,,,
Middle Leasow (Part A),#5997,2.01,Yara Prilled 34.5%N (del April 2016),06/05/2016,Fertilizers,Nitrogens,Yara Prilled 34.5%N (del April 2016),,Sean Lewis,1.77,40.00,8.00,70.80,Kgs,14.16,,,,,,
Near Cot Leasow (Part A),#5999,4.79,Yara Prilled 34.5%N (del April 2016),06/05/2016,Fertilizers,Nitrogens,Yara Prilled 34.5%N (del April 2016),,Sean Lewis,4.79,40.00,8.00,191.60,Kgs,38.32,,,,,,
"Gallas Field (Part A) ",#1917,2.45,Yara Prilled 34.5%N (del April 2016),06/05/2016,Fertilizers,Nitrogens,Yara Prilled 34.5%N (del April 2016),,Sean Lewis,2.45,104.00,20.80,254.80,Kgs,50.96,,,,,,
Near Broad Meadow (Part A),#1606,5.1,Yara Prilled 34.5%N (del April 2016),06/05/2016,Fertilizers,Nitrogens,Yara Prilled 34.5%N (del April 2016),,Sean Lewis,5.10,46.00,9.20,234.60,Kgs,46.92,,,,,,
Buttery Hill (split A),#6589,9.48,Yara Prilled 34.5%N (del April 2016),06/05/2016,Fertilizers,Nitrogens,Yara Prilled 34.5%N (del April 2016),,Sean Lewis,9.82,104.00,20.80,1021.28,Kgs,204.26,,,,,,
Horse Foxhole (Pt A),#4636,5.25,Yara Prilled 34.5%N (del April 2016),06/05/2016,Fertilizers,Nitrogens,Yara Prilled 34.5%N (del April 2016),,Sean Lewis,5.25,104.00,20.80,546.00,Kgs,109.20,,,,,,
Adney Corner (Split A),#5961,16.29,Yara Prilled 34.5%N (del April 2016),06/05/2016,Fertilizers,Nitrogens,Yara Prilled 34.5%N (del April 2016),,Sean Lewis,16.29,104.00,20.80,1694.16,Kgs,338.83,,,,,,
Large Marsh (Part A),#3476,4.67,Yara Prilled 34.5%N (del April 2016),06/05/2016,Fertilizers,Nitrogens,Yara Prilled 34.5%N (del April 2016),,Sean Lewis,4.67,220.00,44.00,1027.40,Kgs,205.48,,,,,,
Teal Pit,SJ6719 7888,5.57,Activate (Mesurol),08/05/2016,Seeds,Maize,Activate (Mesurol),,Chris Ruffley,5.57,2.08,156.01,11.59,Pack,868.95,,,,,,
Back Lane,SJ6720 6806,4.06,Activate (Mesurol),08/05/2016,Seeds,Maize,Activate (Mesurol),,Chris Ruffley,4.06,2.08,156.00,8.45,Pack,633.37,,,,,,
Chapel Field,SJ6720 4522,6.33,Azural (glyphosate),13/05/2016,Chemicals,Herbicide,Azural (glyphosate),,Sean Lewis,6.33,4.00,7.10,25.32,Litres,44.94,,,,,,
Conquermoor,SJ6719 6371,7.51,Azural (glyphosate),13/05/2016,Chemicals,Herbicide,Azural (glyphosate),,Sean Lewis,7.51,4.00,7.10,30.04,Litres,53.32,,Clear,0.5,09:36,10:36,
Four Gates (Split A),#5981,7.01,Sparticus Xpro tebuconazole prothioconazole bixafe,13/05/2016,Chemicals,Fungicides,Sparticus Xpro tebuconazole prothioconazole bixafe,,Sean Lewis,6.95,1.00,37.10,6.95,Litres,257.84,,Clear,0.75,15:17,15:39,
Four Gates (Split A),#5981,7.01,EfficieNT 28,13/05/2016,Fertilizers,Nitrogens,EfficieNT 28,,Sean Lewis,6.95,20.00,39.50,139.00,Litres,274.53,,,,,,
Garden Field (Split A),#6572,2.92,Sparticus Xpro tebuconazole prothioconazole bixafe,13/05/2016,Chemicals,Fungicides,Sparticus Xpro tebuconazole prothioconazole bixafe,,Sean Lewis,2.79,1.00,37.10,2.79,Litres,103.51,,Clear,0.75,13:21,14:55,
"Bayley Hills N (A) ",#1978,19.12,Sparticus Xpro tebuconazole prothioconazole bixafe,13/05/2016,Chemicals,Fungicides,Sparticus Xpro tebuconazole prothioconazole bixafe,,Sean Lewis,19.12,1.00,37.10,19.12,Litres,709.35,,Clear,0.75,13:21,14:55,
Hinks,SJ7016 5869,1.93,Activate (Mesurol),16/05/2016,Seeds,Maize,Activate (Mesurol),,Chris Ruffley,1.70,2.08,156.00,3.54,Pack,265.20,,,,,,
Crabtree Leasow (B),#4085,0.8,Harvested Maize (HAU),16/05/2016,Events/Actions,Arable Physical Actions,Harvested Maize (HAU),,Chris Ruffley,1.00,43.17,0.00,43.17,Hctr,0.00,,,,,,
Crabtree Leasow (B),#4085,0.8,Rodriguez (Mesurol),16/05/2016,Seeds,Maize,Rodriguez (Mesurol),,Chris Ruffley,1.00,2.08,159.12,2.08,Pack,159.12,,,,,,
Adney Brookside (Split A),#5956,3.9,Crop Season Start Marker,16/05/2016,Events/Actions,Arable Events,Crop Season Start Marker,Maize,,,,,,,,,,,,,
Adney Brookside (Split A),#5956,3.9,Activate (Mesurol),16/05/2016,Seeds,Maize,Activate (Mesurol),,Chris Ruffley,3.90,2.08,156.00,8.11,Pack,608.40,,,,,,
Large Pitt,SJ7119 9756,3.91,Starane XL fluroxypyr+florasul,17/05/2016,Chemicals,Herbicide,Starane XL fluroxypyr+florasul,,Sean Lewis,3.91,1.34,16.35,5.24,Litres,63.92,,Clear,0.4,09:07,09:53,39
Large Pitt,SJ7119 9756,3.91,Ally Max SX metsulfuron-methyl,17/05/2016,Chemicals,Herbicide,Ally Max SX metsulfuron-methyl,,Sean Lewis,3.91,42.00,15.12,164.22,Gms,59.12,,Clear,0.4,09:07,09:53,39
Adney Birchmoors,SJ6919 8929,10.76,Thistlex clopyralid + triclopyr,17/05/2016,Chemicals,Herbicide,Thistlex clopyralid + triclopyr,,Sean Lewis,10.76,1.00,16.33,10.76,Litres,175.71,,Cloudy,0.75,16:25,17:10,
Large Pitt,SJ7119 9756,3.91,Barclay Avoca chlorothalonil,17/05/2016,Chemicals,Fungicides,Barclay Avoca chlorothalonil,,Sean Lewis,3.91,1.00,4.00,3.91,Litres,15.64,,Clear,0.4,09:07,09:53,39
